n_sample,n_network,n_rdds,n_variables,n_coupling_signals,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
250,6,5,8,2,70,1.8311941623687744,624,0.17345809936523438,100,1.0379064083099365
250,7,5,9,2,75,2.1194682121276855,874,0.27910637855529785,56,5.770177364349365
250,8,5,10,2,60,1.9609949588775635,655,0.18915200233459473,64,4.03638219833374
251,1,5,3,2,32,0.9190075397491455,170,0.0719151496887207,3,0.048863887786865234
251,2,5,4,2,54,1.2325527667999268,517,0.14880800247192383,12,0.1298973560333252
251,3,5,5,2,63,1.5112781524658203,712,0.17634844779968262,69,1.7448551654815674
251,4,5,6,2,46,1.2848913669586182,372,0.10435605049133301,17,0.2638671398162842
251,5,5,7,2,48,1.5025086402893066,452,0.11849355697631836,109,1.1012732982635498
251,6,5,8,2,38,1.3013114929199219,254,0.07654404640197754,8,0.09106802940368652
251,7,5,9,2,78,2.4520020484924316,1041,0.27251744270324707,215,2.7195422649383545
251,8,5,10,2,46,1.7890996932983398,392,0.1326453685760498,22,0.3403663635253906
252,1,5,3,2,48,0.982532262802124,487,0.11406779289245605,22,0.8620033264160156
252,2,5,4,2,42,1.0304546356201172,268,0.08025836944580078,19,0.14728546142578125
252,3,5,5,2,81,1.6988778114318848,1157,0.3179597854614258,120,4.1761415004730225
252,4,5,6,2,55,1.3950920104980469,569,0.13631844520568848,216,2.4369075298309326
252,5,5,7,2,61,1.6341361999511719,521,0.14389324188232422,72,1.8422071933746338
252,6,5,8,2,98,3.2467145919799805,1202,0.34008359909057617,176,4.8154942989349365
252,7,5,9,2,80,2.222219944000244,1275,0.3444375991821289,184,10.017395257949829
252,8,5,10,2,48,1.7208659648895264,402,0.11015653610229492,28,0.6832988262176514
253,1,5,3,2,37,0.9181780815124512,163,0.0543675422668457,16,0.10334062576293945
253,2,5,4,2,51,1.251530408859253,516,0.12653303146362305,50,1.6770398616790771
253,3,5,5,2,59,1.3734111785888672,435,0.17624592781066895,11,0.27221226692199707
253,4,5,6,2,57,1.3913822174072266,591,0.1475529670715332,64,0.550386905670166
253,5,5,7,2,68,1.623734712600708,498,0.1381518840789795,156,2.654712438583374
253,6,5,8,2,66,1.6249825954437256,740,0.1959397792816162,120,3.4870636463165283
253,7,5,9,2,49,1.5924656391143799,422,0.12653875350952148,42,0.40889549255371094
253,8,5,10,2,68,2.1746695041656494,809,0.2572293281555176,67,5.447227239608765
254,1,5,3,2,31,0.8830511569976807,179,0.057675838470458984,4,0.09306907653808594
254,2,5,4,2,47,1.1094629764556885,398,0.10606122016906738,28,0.8692982196807861
254,3,5,5,2,54,1.3752171993255615,608,0.14386248588562012,56,1.2297523021697998
254,4,5,6,2,55,1.3889074325561523,531,0.13959813117980957,80,0.7414143085479736
254,5,5,7,2,89,2.0400288105010986,1519,0.32803845405578613,990,17.403070211410522
254,6,5,8,2,63,1.6952118873596191,685,0.18453621864318848,156,6.064774990081787
254,7,5,9,2,81,2.00095272064209,666,0.17155861854553223,184,1.3144354820251465
254,8,5,10,2,72,2.1152918338775635,818,0.224365234375,162,3.200932025909424
255,1,5,3,2,34,0.9230809211730957,208,0.06533241271972656,6,0.03860831260681152
255,2,5,4,2,44,1.1326587200164795,277,0.09755611419677734,6,0.17122316360473633
255,3,5,5,2,42,1.1556665897369385,356,0.1064765453338623,18,0.38509249687194824
255,4,5,6,2,41,1.220470905303955,258,0.08848929405212402,4,0.16359710693359375
255,5,5,7,2,50,1.3456907272338867,487,0.13099312782287598,27,0.6492185592651367
255,6,5,8,2,37,1.256695032119751,237,0.07999038696289062,7,0.05109548568725586
255,7,5,9,2,37,1.2386760711669922,216,0.0785207748413086,5,0.08578729629516602
255,8,5,10,2,52,1.5326330661773682,587,0.15114760398864746,119,0.7544503211975098
256,1,5,3,2,37,0.9148309230804443,231,0.07142329216003418,4,0.0993194580078125
256,2,5,4,2,40,1.0673038959503174,281,0.08067178726196289,21,0.4008646011352539
256,3,5,5,2,55,1.2979230880737305,572,0.14295172691345215,126,1.5544068813323975
256,4,5,6,2,56,1.4547159671783447,589,0.15578484535217285,81,1.0509977340698242
256,5,5,7,2,68,1.8596515655517578,772,0.21387004852294922,115,3.4427297115325928
256,6,5,8,2,81,2.2192325592041016,796,0.21924448013305664,600,1.6787400245666504
256,7,5,9,2,66,1.988936424255371,677,0.20139169692993164,50,1.6122803688049316
256,8,5,10,2,63,1.8332843780517578,797,0.2624692916870117,28,0.5857455730438232
257,1,5,3,2,29,0.8789918422698975,135,0.051141977310180664,2,0.04044532775878906
257,2,5,4,2,40,1.0296602249145508,266,0.08280420303344727,14,0.12390303611755371
257,3,5,5,2,49,1.2700233459472656,422,0.11615228652954102,22,0.2490391731262207
257,4,5,6,2,48,1.3253223896026611,443,0.11300063133239746,30,0.2981994152069092
257,5,5,7,2,51,1.582857370376587,564,0.13288331031799316,49,0.896019458770752
257,6,5,8,2,68,1.9347882270812988,774,0.2117936611175537,122,1.4601044654846191
257,7,5,9,2,71,2.117767572402954,802,0.2217864990234375,99,2.055903673171997
257,8,5,10,2,56,2.0620548725128174,525,0.16978693008422852,33,0.3275437355041504
258,1,5,3,2,46,1.0051560401916504,319,0.08887863159179688,38,0.6329379081726074
258,2,5,4,2,33,0.951657772064209,201,0.06137895584106445,3,0.07767724990844727
258,3,5,5,2,52,1.2923505306243896,484,0.13791751861572266,9,0.19341635704040527
258,4,5,6,2,65,1.5944619178771973,797,0.20009064674377441,168,2.9337124824523926
258,5,5,7,2,59,1.631131649017334,575,0.16248798370361328,25,0.4414689540863037
258,6,5,8,2,71,2.181361675262451,630,0.17562150955200195,154,3.7994132041931152
258,7,5,9,2,93,2.543674945831299,1477,0.42609095573425293,360,5.289302825927734
258,8,5,10,2,83,2.397160768508911,1136,0.3088541030883789,258,33.633044719696045
259,1,5,3,2,46,1.0589604377746582,341,0.09370183944702148,18,0.26233625411987305
259,2,5,4,2,35,1.022461175918579,248,0.07079434394836426,21,0.25047779083251953
259,3,5,5,2,31,0.9891364574432373,187,0.06287550926208496,4,0.06192755699157715
259,4,5,6,2,44,1.2694728374481201,392,0.10566568374633789,26,0.7432806491851807
259,5,5,7,2,50,1.343627691268921,418,0.12003326416015625,16,0.4785761833190918
259,6,5,8,2,59,1.7859506607055664,401,0.129439115524292,20,0.3158750534057617
259,7,5,9,2,44,1.5856842994689941,285,0.12046194076538086,12,0.05516934394836426
259,8,5,10,2,64,1.9059932231903076,772,0.2016603946685791,45,1.3106460571289062
260,1,5,3,2,37,0.9358153343200684,232,0.06662821769714355,14,0.1592998504638672
260,2,5,4,2,33,1.0245361328125,167,0.06163382530212402,3,0.05758547782897949
260,3,5,5,2,66,1.5194933414459229,770,0.18442654609680176,114,5.318084239959717
260,4,5,6,2,41,1.2848308086395264,305,0.10458517074584961,6,0.19782066345214844
260,5,5,7,2,86,1.9372031688690186,1559,0.45134830474853516,110,2.870619297027588
260,6,5,8,2,75,2.1221675872802734,628,0.1901712417602539,42,2.5996880531311035
260,7,5,9,2,32,1.2794229984283447,181,0.05667710304260254,17,0.0704047679901123
260,8,5,10,2,86,2.685331344604492,988,0.3005194664001465,388,28.432026863098145
261,1,5,3,2,42,1.116633653640747,288,0.08328819274902344,15,0.1653444766998291
261,2,5,4,2,51,1.1862537860870361,488,0.12365365028381348,47,0.5450325012207031
261,3,5,5,2,64,1.4029581546783447,808,0.1846170425415039,232,8.40232515335083
261,4,5,6,2,46,1.2442739009857178,395,0.1147317886352539,30,0.17633366584777832
261,5,5,7,2,61,1.6608006954193115,712,0.17957735061645508,77,1.304490566253662
261,6,5,8,2,56,1.5888152122497559,530,0.1492621898651123,5,0.5134265422821045
261,7,5,9,2,53,1.6536178588867188,368,0.11057209968566895,13,0.19414639472961426
261,8,5,10,2,119,3.3003897666931152,2130,0.6245169639587402,330,31.183268547058105
262,1,5,3,2,40,0.9709048271179199,315,0.08517885208129883,26,0.33115649223327637
262,2,5,4,2,38,1.0222649574279785,237,0.10066652297973633,4,0.06575918197631836
262,3,5,5,2,49,1.2894887924194336,455,0.12270522117614746,22,1.070194959640503
262,4,5,6,2,51,1.3517913818359375,505,0.13074374198913574,48,0.4803774356842041
262,5,5,7,2,58,1.5656788349151611,582,0.1550002098083496,46,0.6320610046386719
262,6,5,8,2,64,1.677614450454712,719,0.19490504264831543,40,0.36953163146972656
262,7,5,9,2,78,2.210930824279785,994,0.29166674613952637,81,4.128692865371704
262,8,5,10,2,95,2.9316294193267822,1164,0.3583698272705078,189,11.140070915222168
263,1,5,3,2,56,1.1711199283599854,462,0.12766742706298828,56,0.9867873191833496
263,2,5,4,2,56,1.3215134143829346,652,0.15805554389953613,68,3.5211360454559326
263,3,5,5,2,56,1.3745012283325195,622,0.1514875888824463,90,3.9043400287628174
263,4,5,6,2,38,1.1651580333709717,206,0.0671079158782959,7,0.10814595222473145
263,5,5,7,2,44,1.3758783340454102,432,0.10316967964172363,38,0.9006648063659668
263,6,5,8,2,53,1.6994576454162598,423,0.14828944206237793,78,0.24603033065795898
263,7,5,9,2,48,1.5616481304168701,266,0.0786135196685791,7,0.1131594181060791
263,8,5,10,2,56,2.016686201095581,519,0.1345210075378418,159,1.246424674987793
264,1,5,3,2,26,0.8117678165435791,128,0.04759573936462402,2,0.030612707138061523
264,2,5,4,2,34,1.0621988773345947,205,0.06821846961975098,6,0.028721332550048828
264,3,5,5,2,68,1.4599568843841553,634,0.16547656059265137,61,3.628270149230957
264,4,5,6,2,52,1.3747241497039795,450,0.1191866397857666,19,0.17393898963928223
264,5,5,7,2,81,1.8692424297332764,1141,0.26254844665527344,204,6.940271854400635
264,6,5,8,2,78,1.9548230171203613,846,0.25693345069885254,81,16.680923223495483
264,7,5,9,2,48,1.512272834777832,454,0.11406445503234863,34,0.7761573791503906
264,8,5,10,2,117,3.227313756942749,2115,0.6122686862945557,646,18.10467553138733
265,1,5,3,2,30,0.7726025581359863,172,0.056992530822753906,5,0.04008078575134277
265,2,5,4,2,46,1.1174545288085938,365,0.09803986549377441,28,0.21970629692077637
265,3,5,5,2,65,1.6050083637237549,512,0.14273762702941895,52,1.9917645454406738
265,4,5,6,2,55,1.360323429107666,573,0.161726713180542,78,1.46049165725708
265,5,5,7,2,60,1.672581672668457,582,0.18212175369262695,41,3.3251569271087646
265,6,5,8,2,64,1.8638536930084229,765,0.20370054244995117,257,9.568431377410889
265,7,5,9,2,49,1.759572982788086,438,0.1200709342956543,26,0.42922043800354004
265,8,5,10,2,74,2.0490529537200928,992,0.28500843048095703,190,12.945546865463257
266,1,5,3,2,27,0.8245928287506104,121,0.049994468688964844,3,0.02134084701538086
266,2,5,4,2,40,0.9698748588562012,305,0.08319234848022461,8,0.2549593448638916
266,3,5,5,2,41,1.143798828125,279,0.07688236236572266,7,0.21764922142028809
266,4,5,6,2,46,1.3162052631378174,296,0.0885317325592041,16,0.27146148681640625
266,5,5,7,2,58,1.4910049438476562,585,0.14814233779907227,37,0.5765106678009033
266,6,5,8,2,98,2.588193416595459,1393,0.45436525344848633,247,17.28966522216797
266,7,5,9,2,79,2.1904215812683105,1258,0.3361654281616211,508,6.246120929718018
266,8,5,10,2,64,2.0697097778320312,737,0.1925654411315918,115,3.5783588886260986
267,1,5,3,2,50,1.096116304397583,526,0.12010598182678223,34,0.43204355239868164
267,2,5,4,2,40,1.1517770290374756,269,0.079681396484375,12,0.08311176300048828
267,3,5,5,2,57,1.3675298690795898,640,0.1578977108001709,40,0.7476024627685547
267,4,5,6,2,53,1.415468692779541,547,0.13378643989562988,156,2.174231767654419
267,5,5,7,2,94,2.019261598587036,1770,0.45918798446655273,1422,71.07315397262573
267,6,5,8,2,51,1.562567949295044,490,0.13377785682678223,17,0.6305429935455322
267,7,5,9,2,81,2.2935831546783447,1040,0.3121166229248047,288,5.178454399108887
267,8,5,10,2,80,2.106083631515503,1474,0.3718376159667969,243,3.208970069885254
268,1,5,3,2,38,0.9475235939025879,277,0.0830540657043457,10,0.14605379104614258
268,2,5,4,2,54,1.2662136554718018,701,0.1541881561279297,72,1.0451979637145996
268,3,5,5,2,65,1.5625989437103271,691,0.16230106353759766,88,2.9318647384643555
268,4,5,6,2,47,1.2983112335205078,394,0.10345005989074707,48,0.6211831569671631
268,5,5,7,2,55,1.5069174766540527,457,0.13003754615783691,18,0.20297718048095703
268,6,5,8,2,56,1.650156021118164,566,0.14857935905456543,24,0.7782459259033203
268,7,5,9,2,72,2.093355894088745,766,0.18256783485412598,93,3.796999216079712
268,8,5,10,2,62,1.946068525314331,660,0.16841602325439453,58,1.3064675331115723
269,1,5,3,2,38,0.890568733215332,234,0.07105445861816406,13,0.17025232315063477
269,2,5,4,2,48,1.208465576171875,448,0.11509418487548828,9,0.19837379455566406
269,3,5,5,2,47,1.268277645111084,376,0.12018013000488281,26,0.43328237533569336
269,4,5,6,2,43,1.3358254432678223,371,0.1028587818145752,27,0.5556776523590088
269,5,5,7,2,62,1.682847499847412,693,0.18242812156677246,136,1.2823665142059326
269,6,5,8,2,78,2.067172050476074,1009,0.25112390518188477,82,1.154494047164917
269,7,5,9,2,46,1.4720039367675781,459,0.12134838104248047,56,0.8753776550292969
269,8,5,10,2,184,12.502855777740479,3432,1.0252742767333984,4752,475.05139112472534
270,1,5,3,2,38,0.8806819915771484,292,0.07561469078063965,11,0.14627313613891602
270,2,5,4,2,32,0.9651405811309814,200,0.06293201446533203,7,0.08548235893249512
270,3,5,5,2,53,1.279857873916626,505,0.1266613006591797,52,0.4784371852874756
270,4,5,6,2,74,1.799635648727417,1127,0.27129268646240234,283,3.9138078689575195
270,5,5,7,2,68,1.8249478340148926,706,0.20829033851623535,235,1.072946548461914
270,6,5,8,2,72,1.9409124851226807,989,0.23418879508972168,98,1.5879151821136475
270,7,5,9,2,75,2.1882359981536865,960,0.27010154724121094,384,10.736112356185913
270,8,5,10,2,88,2.741204023361206,992,0.3019986152648926,356,6.502210378646851
271,1,5,3,2,40,0.9940521717071533,304,0.08217024803161621,12,0.14341139793395996
271,2,5,4,2,41,1.104196310043335,308,0.08648324012756348,13,0.13742470741271973
271,3,5,5,2,46,1.2594578266143799,317,0.09487724304199219,6,0.15712952613830566
271,4,5,6,2,48,1.3170292377471924,425,0.11053180694580078,20,0.7205414772033691
271,5,5,7,2,51,1.4191503524780273,425,0.11732912063598633,40,0.6139507293701172
271,6,5,8,2,61,1.7402374744415283,706,0.18899106979370117,34,0.514317512512207
271,7,5,9,2,95,2.5786049365997314,1206,0.362079381942749,246,20.42418098449707
271,8,5,10,2,82,2.49247407913208,1117,0.30124759674072266,116,1.713688850402832
272,1,5,3,2,31,0.7481424808502197,185,0.0568389892578125,5,0.11670899391174316
272,2,5,4,2,43,1.1495354175567627,329,0.09338641166687012,32,0.34136438369750977
272,3,5,5,2,65,1.5200555324554443,638,0.18027019500732422,46,1.4825305938720703
272,4,5,6,2,45,1.280170202255249,302,0.09603166580200195,16,0.09493350982666016
272,5,5,7,2,59,1.615478754043579,682,0.19310903549194336,66,2.2082409858703613
272,6,5,8,2,48,1.5304455757141113,406,0.11695218086242676,21,0.4298441410064697
272,7,5,9,2,56,1.852968454360962,548,0.15943026542663574,32,0.3338766098022461
272,8,5,10,2,83,2.35302472114563,1328,0.32371068000793457,338,11.162112951278687
273,1,5,3,2,50,1.0423672199249268,514,0.12229371070861816,35,1.4274024963378906
273,2,5,4,2,48,1.113377571105957,459,0.1135110855102539,38,0.8914239406585693
273,3,5,5,2,64,1.4758853912353516,782,0.24441742897033691,55,1.3665964603424072
273,4,5,6,2,52,1.4341461658477783,544,0.15174269676208496,42,0.6129190921783447
273,5,5,7,2,74,1.8571128845214844,795,0.21123337745666504,126,1.7226638793945312
273,6,5,8,2,99,2.476344585418701,1588,0.40210628509521484,324,40.28556966781616
273,7,5,9,2,38,1.6173584461212158,249,0.06844711303710938,9,0.1466512680053711
273,8,5,10,2,70,1.9709200859069824,744,0.22589826583862305,13,2.1249799728393555
274,1,5,3,2,32,0.7758252620697021,190,0.059516191482543945,6,0.11054539680480957
274,2,5,4,2,43,1.1126060485839844,366,0.09291625022888184,30,0.9447412490844727
274,3,5,5,2,57,1.233522653579712,668,0.15871882438659668,50,1.6514747142791748
274,4,5,6,2,39,1.2748847007751465,277,0.08212780952453613,13,0.11916875839233398
274,5,5,7,2,62,1.5581047534942627,776,0.219468355178833,151,3.241288423538208
274,6,5,8,2,72,1.9251186847686768,695,0.19576692581176758,44,0.47609853744506836
274,7,5,9,2,58,1.7909972667694092,637,0.19475030899047852,20,2.8870644569396973
274,8,5,10,2,138,4.583033800125122,2084,0.7381913661956787,80,29.487985372543335
275,1,5,3,2,39,0.9309237003326416,256,0.08282589912414551,15,0.18471455574035645
275,2,5,4,2,39,1.044325828552246,268,0.08392715454101562,12,0.07208681106567383
275,3,5,5,2,73,1.5424354076385498,782,0.1785120964050293,224,11.199582576751709
275,4,5,6,2,59,1.445422649383545,774,0.18432068824768066,129,2.7169601917266846
275,5,5,7,2,65,1.8671691417694092,496,0.24756407737731934,10,0.507183313369751
275,6,5,8,2,64,1.7605128288269043,633,0.15650439262390137,64,1.5310924053192139
275,7,5,9,2,112,3.114455461502075,1395,0.5079846382141113,176,9.450566291809082
275,8,5,10,2,75,2.002195358276367,950,0.22857403755187988,274,6.735806703567505
276,1,5,3,2,42,0.9928543567657471,237,0.06868314743041992,9,0.09698987007141113
276,2,5,4,2,46,1.1193232536315918,363,0.11017179489135742,7,0.08943009376525879
276,3,5,5,2,34,0.9912014007568359,234,0.06693434715270996,8,0.07276320457458496
276,4,5,6,2,55,1.4254636764526367,599,0.1482410430908203,45,2.6996700763702393
276,5,5,7,2,62,1.5589656829833984,769,0.19486451148986816,110,3.2422473430633545
276,6,5,8,2,66,1.7284317016601562,756,0.22831034660339355,78,5.673001050949097
276,7,5,9,2,86,2.370044708251953,1041,0.3202250003814697,78,3.0421743392944336
276,8,5,10,2,104,2.680756092071533,1244,0.32323265075683594,204,30.236565828323364
277,1,5,3,2,28,0.8505051136016846,140,0.05278778076171875,2,0.03246259689331055
277,2,5,4,2,61,1.3692162036895752,443,0.11197090148925781,56,0.39736104011535645
277,3,5,5,2,50,1.2352571487426758,381,0.10449957847595215,95,0.46758103370666504
277,4,5,6,2,81,1.794675588607788,1192,0.32044267654418945,146,3.548645257949829
277,5,5,7,2,43,1.455979585647583,253,0.08211922645568848,5,0.1015007495880127
277,6,5,8,2,67,1.9144220352172852,817,0.21383023262023926,171,2.4722115993499756
277,7,5,9,2,81,2.1640520095825195,1115,0.29671716690063477,68,1.595494270324707
277,8,5,10,2,109,2.9716947078704834,2203,0.5894546508789062,930,63.28873062133789
278,1,5,3,2,40,0.9331510066986084,242,0.07469987869262695,18,0.2695169448852539
278,2,5,4,2,45,1.1462862491607666,402,0.10609602928161621,19,0.30637288093566895
278,3,5,5,2,57,1.3721768856048584,524,0.13585352897644043,36,0.2463216781616211
278,4,5,6,2,38,1.2738192081451416,264,0.07997322082519531,5,0.1511683464050293
278,5,5,7,2,72,1.8512015342712402,856,0.21433305740356445,126,5.160794496536255
278,6,5,8,2,46,1.5397067070007324,372,0.11415386199951172,21,0.20076322555541992
278,7,5,9,2,60,1.7337262630462646,571,0.15700459480285645,40,1.5989658832550049
278,8,5,10,2,78,2.4581868648529053,1063,0.2821485996246338,136,1.0873336791992188
279,1,5,3,2,62,1.2082152366638184,650,0.15384769439697266,20,0.8144347667694092
279,2,5,4,2,44,1.1475951671600342,345,0.09396696090698242,42,0.6178598403930664
279,3,5,5,2,42,1.0955922603607178,332,0.09959244728088379,9,0.335176944732666
279,4,5,6,2,73,1.6895701885223389,859,0.21614861488342285,105,1.0052642822265625
279,5,5,7,2,76,1.8460462093353271,776,0.20731878280639648,127,5.522663593292236
279,6,5,8,2,47,1.454204797744751,440,0.11980414390563965,14,0.343707799911499
279,7,5,9,2,54,1.7349050045013428,457,0.1446068286895752,14,0.8636448383331299
279,8,5,10,2,57,1.9998950958251953,490,0.16379427909851074,32,0.49001169204711914
280,1,5,3,2,39,0.949528694152832,278,0.07548809051513672,16,0.11464881896972656
280,2,5,4,2,47,1.1141886711120605,334,0.09799623489379883,11,0.16032147407531738
280,3,5,5,2,53,1.3084022998809814,566,0.14557886123657227,93,0.8253042697906494
280,4,5,6,2,52,1.3871455192565918,501,0.12851572036743164,32,1.6936931610107422
280,5,5,7,2,55,1.3572003841400146,492,0.13471436500549316,81,1.1051969528198242
280,6,5,8,2,43,1.454373836517334,311,0.0913853645324707,17,0.395235538482666
280,7,5,9,2,62,1.9116690158843994,503,0.16373825073242188,9,0.637336254119873
280,8,5,10,2,62,1.878119945526123,644,0.14890432357788086,361,0.7636172771453857
281,1,5,3,2,58,1.1715476512908936,632,0.15312695503234863,18,0.6978576183319092
281,2,5,4,2,32,0.990675687789917,209,0.06373858451843262,8,0.045873165130615234
281,3,5,5,2,53,1.2542974948883057,431,0.10881543159484863,81,1.172952651977539
281,4,5,6,2,47,1.2457871437072754,359,0.11150670051574707,13,0.4585092067718506
281,5,5,7,2,58,1.5869128704071045,622,0.15592241287231445,177,1.8714871406555176
281,6,5,8,2,62,1.7168216705322266,700,0.185760498046875,151,3.3565673828125
281,7,5,9,2,44,1.5506510734558105,348,0.09915709495544434,26,0.35773301124572754
281,8,5,10,2,55,1.7659478187561035,502,0.14891672134399414,30,1.4190773963928223
282,1,5,3,2,33,0.8604073524475098,186,0.05854487419128418,10,0.10932111740112305
282,2,5,4,2,38,1.1081960201263428,288,0.07922506332397461,15,0.2387371063232422
282,3,5,5,2,66,1.4634106159210205,710,0.16842865943908691,98,1.2269930839538574
282,4,5,6,2,58,1.4423291683197021,544,0.13536477088928223,94,0.6704621315002441
282,5,5,7,2,70,1.6627609729766846,736,0.19702625274658203,106,1.6243162155151367
282,6,5,8,2,44,1.4820189476013184,330,0.10074663162231445,42,0.3700869083404541
282,7,5,9,2,91,2.465414047241211,1368,0.33303022384643555,590,2.3499162197113037
282,8,5,10,2,88,2.513115406036377,1560,0.3898630142211914,122,20.295064687728882
283,1,5,3,2,39,0.847100019454956,294,0.07885122299194336,18,0.15598440170288086
283,2,5,4,2,45,1.1975655555725098,381,0.10907959938049316,17,0.3334510326385498
283,3,5,5,2,42,1.1347987651824951,269,0.11512041091918945,16,0.2666134834289551
283,4,5,6,2,51,1.466989517211914,491,0.11893844604492188,27,1.5446765422821045
283,5,5,7,2,66,1.7822556495666504,880,0.23448419570922852,50,2.7945854663848877
283,6,5,8,2,48,1.4986417293548584,385,0.12847089767456055,10,0.16928911209106445
283,7,5,9,2,49,1.6162042617797852,404,0.10856866836547852,46,0.6414191722869873
283,8,5,10,2,57,1.8580598831176758,640,0.19288325309753418,48,1.1601605415344238
284,1,5,3,2,50,1.1372718811035156,480,0.11955475807189941,28,1.9437909126281738
284,2,5,4,2,44,1.020524024963379,410,0.1039133071899414,26,0.5169074535369873
284,3,5,5,2,38,1.096919298171997,250,0.0751187801361084,8,0.1920766830444336
284,4,5,6,2,59,1.4801313877105713,670,0.17494440078735352,60,2.108628273010254
284,5,5,7,2,67,1.894007921218872,590,0.17409467697143555,72,0.8262522220611572
284,6,5,8,2,67,1.8428559303283691,863,0.20129799842834473,189,4.602756977081299
284,7,5,9,2,43,1.5893745422363281,329,0.0946817398071289,16,0.3252384662628174
284,8,5,10,2,53,2.079786777496338,487,0.162034273147583,11,0.3163130283355713
285,1,5,3,2,34,0.9299752712249756,206,0.06255698204040527,4,0.04828834533691406
285,2,5,4,2,50,1.2386622428894043,467,0.124420166015625,39,0.16081881523132324
285,3,5,5,2,54,1.3204426765441895,565,0.17120671272277832,48,2.3013789653778076
285,4,5,6,2,52,1.3624348640441895,541,0.1331489086151123,42,2.1919479370117188
285,5,5,7,2,111,2.284900188446045,2032,0.4996037483215332,560,56.74515914916992
285,6,5,8,2,84,2.112856149673462,888,0.22715353965759277,384,2.1152889728546143
285,7,5,9,2,76,2.1707444190979004,876,0.26888203620910645,21,0.7410869598388672
285,8,5,10,2,119,3.1250221729278564,3184,0.7493717670440674,102,6.002632141113281
286,1,5,3,2,38,0.9253413677215576,252,0.07403922080993652,15,0.13560771942138672
286,2,5,4,2,36,1.1030144691467285,216,0.07404661178588867,3,0.06356167793273926
286,3,5,5,2,39,1.159285306930542,280,0.08340930938720703,7,0.09074568748474121
286,4,5,6,2,42,1.2604877948760986,290,0.12616610527038574,10,0.3839430809020996
286,5,5,7,2,59,1.574632167816162,530,0.14124584197998047,14,0.3327150344848633
286,6,5,8,2,61,1.795497179031372,654,0.17757129669189453,214,0.6974790096282959
286,7,5,9,2,76,2.114114284515381,1031,0.300309419631958,139,3.577554941177368
286,8,5,10,2,76,2.2441604137420654,869,0.23076248168945312,156,7.2533464431762695
287,1,5,3,2,49,1.0469465255737305,415,0.10822534561157227,32,0.8232898712158203
287,2,5,4,2,57,1.2710721492767334,608,0.15950536727905273,36,1.6428110599517822
287,3,5,5,2,59,1.3382055759429932,486,0.13373827934265137,48,0.3532578945159912
287,4,5,6,2,52,1.3217658996582031,450,0.11581778526306152,17,0.5072224140167236
287,5,5,7,2,53,1.4945483207702637,463,0.14508485794067383,24,1.6663804054260254
287,6,5,8,2,90,2.491248607635498,1366,0.4899415969848633,164,13.175535440444946
287,7,5,9,2,43,1.5773892402648926,353,0.1075754165649414,14,0.26845765113830566
287,8,5,10,2,101,2.7446274757385254,1617,0.4294545650482178,283,9.423829555511475
288,1,5,3,2,38,0.9355137348175049,284,0.07729935646057129,12,0.08805155754089355
288,2,5,4,2,39,1.0995407104492188,282,0.08197999000549316,18,0.12836122512817383
288,3,5,5,2,72,1.5837140083312988,1008,0.24196696281433105,144,8.730074882507324
288,4,5,6,2,50,1.4392905235290527,514,0.127655029296875,30,0.8556914329528809
288,5,5,7,2,49,1.539133071899414,437,0.12957048416137695,27,0.7631974220275879
288,6,5,8,2,63,1.6309566497802734,621,0.17244577407836914,65,0.6396701335906982
288,7,5,9,2,86,2.1567165851593018,801,0.2159867286682129,106,3.584336042404175
288,8,5,10,2,87,2.666994094848633,1737,0.4616539478302002,356,16.939861536026
289,1,5,3,2,30,0.9325933456420898,172,0.05686020851135254,4,0.05524444580078125
289,2,5,4,2,59,1.2284719944000244,487,0.1221160888671875,36,0.6381912231445312
289,3,5,5,2,61,1.3631389141082764,675,0.17039155960083008,35,1.3950047492980957
289,4,5,6,2,52,1.325418472290039,485,0.13280129432678223,25,1.563523530960083
289,5,5,7,2,46,1.3765366077423096,344,0.11248183250427246,16,0.21390914916992188
289,6,5,8,2,73,1.9098825454711914,667,0.19503331184387207,40,1.5390844345092773
289,7,5,9,2,75,2.129901885986328,922,0.2730851173400879,202,6.205456733703613
289,8,5,10,2,44,1.7407219409942627,405,0.10983014106750488,21,0.36061525344848633
290,1,5,3,2,38,0.9214818477630615,284,0.07898736000061035,11,0.11478066444396973
290,2,5,4,2,45,1.1070504188537598,354,0.09822726249694824,26,0.3646547794342041
290,3,5,5,2,57,1.4209468364715576,646,0.15238261222839355,70,1.947474718093872
290,4,5,6,2,41,1.2207555770874023,228,0.0849907398223877,4,0.07497644424438477
290,5,5,7,2,40,1.400757074356079,310,0.08673095703125,11,0.1953601837158203
290,6,5,8,2,61,1.6768198013305664,669,0.152008056640625,38,1.5398023128509521
290,7,5,9,2,52,1.8122193813323975,432,0.1238400936126709,10,0.1619877815246582
290,8,5,10,2,56,1.9583520889282227,452,0.13092374801635742,28,0.5776622295379639
291,1,5,3,2,36,0.9385616779327393,248,0.07302379608154297,7,0.06545472145080566
291,2,5,4,2,63,1.4148590564727783,693,0.1866457462310791,85,1.5464112758636475
291,3,5,5,2,54,1.3290812969207764,442,0.15133094787597656,97,0.4448108673095703
