n_sample,n_network,n_rdds,n_variables,n_coupling_signals,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
56,1,5,5,2,69,1.4306108951568604,827,0.20345330238342285,101,3.4304471015930176
56,2,5,5,3,85,2.2674477100372314,1977,0.4318561553955078,14,65.03170371055603
56,3,5,5,4,166,4.554874420166016,9582,2.543588876724243,7,3466.1076979637146
57,1,5,5,2,31,0.996891975402832,174,0.05218386650085449,6,0.03710508346557617
57,2,5,5,3,95,2.3275539875030518,2701,0.6017155647277832,39,31.797473192214966
57,3,5,5,4,162,4.213837385177612,9860,2.3055248260498047,12,3669.3927540779114
58,1,5,5,2,66,1.5122509002685547,820,0.1877429485321045,203,6.84671425819397
58,2,5,5,3,103,2.3670151233673096,3071,0.6430392265319824,54,144.57555150985718
58,3,5,5,4,140,4.016668081283569,7212,1.65537691116333,12,927.15478515625
59,1,5,5,2,65,1.3709752559661865,855,0.18767976760864258,62,2.8139026165008545
59,2,5,5,3,74,2.287259578704834,1512,0.35007333755493164,9,8.033613443374634
59,3,5,5,4,151,4.156056642532349,8272,1.9801440238952637,3,2650.8089094161987
60,1,5,5,2,37,1.0403778553009033,218,0.06832647323608398,4,0.11226177215576172
60,2,5,5,3,92,2.281627893447876,2544,0.6036241054534912,62,41.94433665275574
60,3,5,5,4,168,4.501223087310791,10494,2.713583469390869,7,5103.635246992111
61,1,5,5,2,45,1.21397066116333,288,0.0784921646118164,5,0.05765986442565918
61,2,5,5,3,74,2.1164236068725586,1536,0.3381009101867676,4,13.545614957809448
61,3,5,5,4,130,4.085134983062744,6390,1.619969367980957,3,1361.059287071228
62,1,5,5,2,51,1.310640811920166,448,0.1197357177734375,38,0.7387802600860596
62,2,5,5,3,87,2.4060778617858887,1946,0.5223422050476074,6,2.3910884857177734
62,3,5,5,4,122,4.05688214302063,5378,1.3616719245910645,3,515.2860991954803
63,1,5,5,2,56,1.4253361225128174,535,0.1445770263671875,26,0.6484861373901367
63,2,5,5,3,91,2.282925605773926,1862,0.5313541889190674,3,13.552751779556274
63,3,5,5,4,122,4.072314023971558,5542,1.3145458698272705,3,458.47782015800476
64,1,5,5,2,77,1.6225733757019043,945,0.22060894966125488,150,4.038151979446411
64,2,5,5,3,115,2.6304099559783936,3743,0.8746628761291504,103,459.35197734832764
64,3,5,5,4,158,4.519093751907349,8972,2.383967638015747,12,2033.917097568512
65,1,5,5,2,61,1.355147361755371,557,0.1419374942779541,166,4.254043102264404
65,2,5,5,3,94,2.342414379119873,2077,0.5433595180511475,12,12.469702005386353
65,3,5,5,4,115,3.7134766578674316,4926,1.1175882816314697,5,406.7545464038849
66,1,5,5,2,69,1.4773848056793213,750,0.17621421813964844,21,1.6376347541809082
66,2,5,5,3,107,2.5070698261260986,3013,0.7862584590911865,29,67.69673275947571
66,3,5,5,4,174,4.435679912567139,10946,2.843092918395996,7,4471.954532384872
67,1,5,5,2,47,1.151648759841919,421,0.09784269332885742,15,0.2621462345123291
67,2,5,5,3,67,1.9932050704956055,1205,0.2808103561401367,3,3.553063154220581
67,3,5,5,4,138,3.9568331241607666,7016,1.6991126537322998,3,1431.3477954864502
68,1,5,5,2,43,1.165518045425415,328,0.08820199966430664,11,0.2300882339477539
68,2,5,5,3,87,2.3433682918548584,1985,0.44333505630493164,13,12.334454536437988
68,3,5,5,4,195,5.297483444213867,13029,3.898202657699585,20,6140.247182846069
69,1,5,5,2,35,0.9964265823364258,244,0.061774492263793945,11,0.04450535774230957
69,2,5,5,3,82,2.2227425575256348,1913,0.40895891189575195,11,12.19157862663269
69,3,5,5,4,210,5.164055824279785,14812,4.176400423049927,2,10914.649446964264
70,1,5,5,2,57,1.3933775424957275,638,0.1805884838104248,40,1.564652919769287
70,2,5,5,3,94,2.3386878967285156,2446,0.5770292282104492,17,37.175148248672485
70,3,5,5,4,202,4.925100803375244,13396,3.459506034851074,8,2799.1968376636505
