n_sample,n_network,n_rdds,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
17,4,6,49,0.9309234619140625,367,0.10083961486816406,9,0.3465261459350586
17,5,7,96,1.531172752380371,1230,0.33855485916137695,0,0.018024444580078125
17,6,8,71,1.3310797214508057,551,0.1441347599029541,32,35.1289336681366
17,7,9,66,1.3973441123962402,458,0.130096435546875,35,0.6670475006103516
17,8,10,92,1.7049975395202637,764,0.19611406326293945,0,0.007285594940185547
18,1,3,35,0.5669455528259277,359,0.07874488830566406,15,0.08702969551086426
18,2,4,25,0.5521788597106934,128,0.04099440574645996,3,0.013574838638305664
18,3,5,61,0.9074454307556152,725,0.1565248966217041,36,2.125276803970337
18,4,6,54,1.0471611022949219,457,0.126664400100708,45,1.6810083389282227
18,5,7,65,1.222536563873291,578,0.14580488204956055,0,0.006511211395263672
18,6,8,82,1.3481628894805908,718,0.20117759704589844,0,0.009695291519165039
18,7,9,92,1.6990349292755127,820,0.2199110984802246,548,179.89752101898193
18,8,10,91,1.7634453773498535,854,0.2229306697845459,288,110.94104933738708
19,1,3,39,0.6561124324798584,366,0.1043398380279541,16,0.08845639228820801
19,2,4,32,0.6675734519958496,246,0.06516647338867188,8,0.03821825981140137
19,3,5,63,1.0011143684387207,639,0.14417648315429688,88,2.2082293033599854
19,4,6,51,0.9899888038635254,412,0.11373090744018555,48,1.943265676498413
19,5,7,66,1.205049991607666,572,0.18621087074279785,46,7.838281631469727
19,6,8,109,1.821474552154541,1604,0.38296985626220703,0,0.013137102127075195
19,7,9,91,1.6260111331939697,705,0.17447710037231445,308,8.480392932891846
19,8,10,154,2.3955447673797607,2140,0.5388619899749756,0,64.6538348197937
20,1,3,33,0.6849830150604248,287,0.0980215072631836,6,0.03857707977294922
20,2,4,43,0.7815871238708496,312,0.09227681159973145,5,0.13789653778076172
20,3,5,50,0.81667160987854,440,0.10365629196166992,88,0.32479381561279297
20,4,6,84,1.4094805717468262,1054,0.2532467842102051,630,29.74743151664734
20,5,7,75,1.397688865661621,616,0.20300030708312988,0,0.07857608795166016
20,6,8,99,1.619521141052246,1083,0.27308130264282227,0,0.033097028732299805
20,7,9,93,1.6647343635559082,859,0.21591711044311523,0,0.011682271957397461
20,8,10,93,1.7795944213867188,740,0.21092009544372559,113,46.376609086990356
21,1,3,21,0.46152234077453613,140,0.03820204734802246,4,0.014363765716552734
21,2,4,40,0.7064590454101562,372,0.08529472351074219,30,0.3808000087738037
21,3,5,32,0.767972469329834,192,0.05581498146057129,8,0.07340359687805176
21,4,6,43,0.8578677177429199,276,0.07666277885437012,8,0.0920262336730957
21,5,7,44,1.0513343811035156,282,0.07028532028198242,0,0.006784200668334961
21,6,8,72,1.442901611328125,612,0.15124893188476562,180,5.823961496353149
21,7,9,69,1.4433155059814453,427,0.12026572227478027,63,14.650371313095093
21,8,10,101,1.8829267024993896,770,0.22198200225830078,0,0.07053756713867188
22,1,3,34,0.46355152130126953,305,0.09115195274353027,5,0.04915571212768555
22,2,4,29,0.6229321956634521,206,0.058502197265625,6,0.10724973678588867
22,3,5,38,0.7385711669921875,254,0.06551909446716309,16,0.18285870552062988
22,4,6,75,1.329408884048462,977,0.2652862071990967,0,0.026604652404785156
22,5,7,80,1.3742754459381104,707,0.1745743751525879,186,17.946813106536865
22,6,8,73,1.3747084140777588,499,0.13723444938659668,0,0.013737201690673828
22,7,9,106,1.8052635192871094,1131,0.3209190368652344,3367,49.680136919021606
22,8,10,120,2.064110279083252,1226,0.3315420150756836,0,0.014360666275024414
23,1,3,25,0.4299163818359375,185,0.04787087440490723,10,0.017180442810058594
23,2,4,38,0.7013504505157471,329,0.08776736259460449,31,0.2710433006286621
23,3,5,61,1.0150566101074219,624,0.17271757125854492,58,0.4418790340423584
23,4,6,92,1.3644311428070068,1085,0.23578286170959473,312,8.617300510406494
23,5,7,78,1.365196943283081,806,0.18580889701843262,616,77.74547743797302
23,6,8,94,1.6539859771728516,832,0.2211289405822754,224,3.9248950481414795
23,7,9,110,1.8804073333740234,1180,0.28068971633911133,1628,488.3756332397461
23,8,10,95,1.8850111961364746,796,0.22210407257080078,594,97.73477697372437
24,1,3,27,0.5230965614318848,191,0.06064796447753906,4,0.017915010452270508
24,2,4,29,0.6483545303344727,204,0.06089615821838379,7,0.049228668212890625
24,3,5,32,0.7295324802398682,199,0.06818199157714844,7,0.12104082107543945
24,4,6,50,1.1648945808410645,387,0.09514689445495605,82,1.1157481670379639
24,5,7,89,1.587050199508667,1184,0.302670955657959,330,64.70360350608826
24,6,8,119,1.9803612232208252,1324,0.3672165870666504,1110,37.63604497909546
24,7,9,74,1.4856524467468262,504,0.13689637184143066,0,0.012870550155639648
24,8,10,106,1.829509973526001,1022,0.281862735748291,440,153.3325924873352
25,1,3,40,0.6957521438598633,448,0.10859513282775879,24,0.10468459129333496
25,2,4,33,0.7030775547027588,220,0.06154513359069824,8,0.08939862251281738
25,3,5,53,0.9118952751159668,574,0.15876507759094238,21,0.7148842811584473
25,4,6,72,1.3451833724975586,871,0.20561456680297852,162,26.992862462997437
25,5,7,61,1.2091262340545654,490,0.13603973388671875,72,1.7727787494659424
25,6,8,65,1.3049352169036865,505,0.11899471282958984,118,8.1852548122406
25,7,9,90,1.6826598644256592,974,0.2681436538696289,556,25.365376949310303
25,8,10,93,1.9047431945800781,769,0.2098865509033203,0,0.025715112686157227
26,1,3,26,0.439577579498291,200,0.05261564254760742,5,0.023134231567382812
26,2,4,42,0.8101999759674072,370,0.0962364673614502,6,0.28098320960998535
26,3,5,67,1.0740997791290283,952,0.2359762191772461,174,4.261794090270996
26,4,6,58,1.0665462017059326,508,0.14470672607421875,67,2.418844699859619
26,5,7,66,1.317030906677246,496,0.13921117782592773,40,5.555123329162598
26,6,8,94,1.5603711605072021,748,0.23368382453918457,240,6.195493936538696
26,7,9,109,1.8230235576629639,880,0.25847744941711426,1632,30.987210512161255
26,8,10,106,1.8765625953674316,971,0.2527785301208496,2008,90.69263958930969
27,1,3,30,0.5790073871612549,232,0.064788818359375,6,0.04009652137756348
27,2,4,38,0.7333381175994873,311,0.08945441246032715,14,0.1145937442779541
27,3,5,52,0.9617829322814941,460,0.10874390602111816,28,0.46663784980773926
27,4,6,48,1.0732526779174805,258,0.07883715629577637,84,0.650545597076416
27,5,7,62,1.2421762943267822,453,0.1113123893737793,25,0.952613353729248
27,6,8,93,1.723672866821289,850,0.2532675266265869,434,32.48921990394592
27,7,9,93,1.701512336730957,870,0.2279796600341797,392,26.301106214523315
27,8,10,94,1.8824794292449951,741,0.21650123596191406,254,38.56009387969971
28,1,3,20,0.4814920425415039,126,0.03682374954223633,4,0.011664390563964844
28,2,4,40,0.7731072902679443,311,0.0812983512878418,10,0.045046091079711914
28,3,5,38,0.7733900547027588,275,0.06999993324279785,18,0.08169007301330566
28,4,6,46,0.8508288860321045,353,0.09078311920166016,17,1.0861482620239258
28,5,7,58,1.222583532333374,504,0.12431621551513672,0,0.01112055778503418
28,6,8,73,1.4600706100463867,623,0.1550140380859375,0,0.03729677200317383
28,7,9,89,1.621661901473999,692,0.17374634742736816,180,35.4597864151001
28,8,10,111,1.9401724338531494,1171,0.3456435203552246,3236,802.535790681839
29,1,3,20,0.44992518424987793,122,0.03440284729003906,2,0.009674310684204102
29,2,4,29,0.6433022022247314,174,0.05360555648803711,10,0.043991804122924805
29,3,5,35,0.8131844997406006,233,0.059580087661743164,8,0.18347930908203125
29,4,6,62,1.1704139709472656,491,0.1289386749267578,89,1.4797399044036865
29,5,7,60,1.2421009540557861,474,0.13003253936767578,42,8.619450569152832
